지역,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유
경기도,내촌부자주유소,경기 포천시 내촌면 금강로 3189,GS칼텍스,031-541-8811,Y,-,1565,1645,-
경기도,내트럭(주) 평택사업소,경기 평택시 포승읍 하만호길 229,SK에너지,031-684-1201,N,-,1629,1659,-
경기도,너멍골알뜰주유소,경기 고양시 덕양구 호국로 1259,알뜰주유소,02-371-2264,Y,-,1495,1565,1450
경기도,넘버원주유소,경기 이천시 백사면 이여로 388,S-OIL,031-633-1711,Y,-,1545,1575,1500
경기도,노곡주유소,경기 연천군 백학면 청정로 109,SK에너지,031-835-3939,N,-,1597,1697,1480
경기도,노하공단주유소,경기 화성시 팔탄면 현대기아로 8,SK에너지,031-352-2228,N,-,1639,1739,1550
경기도,녹박재주유소,경기 안성시 죽산면 서동대로 6518,알뜰주유소,031-673-1038,Y,-,1539,1580,1400
경기도,농협하나로유통,경기 고양시 일산서구  대화로 362 (대화동),NH-OIL,031-910-9111,Y,-,1565,1635,1500
경기도,뉴광주농협주유소,경기 광주시 파발로 97,NH-OIL,031-763-9800,Y,-,1545,1595,1500
경기도,뉴그린주유소,경기 안양시 만안구 박달로 569 (안양동),GS칼텍스,031-447-0309,Y,-,1596,1695,1497
경기도,뉴금강주유소,경기 수원시 권선구 매송고색로 577,현대오일뱅크,031-246-5151,Y,-,1542,1585,-
경기도,뉴시티 팽성주유소,경기 평택시 팽성읍 안정로 90,SK에너지,031-691-8047,N,-,1579,1639,1500
경기도,뉴이천주유소,경기 이천시 황무로 715 (사음동),GS칼텍스,070-7764-7281,N,-,1638,1698,1600
경기도,뉴타운주유소,경기 안성시 대덕면 중앙대학로 251,SK에너지,031-671-6667,Y,-,1549,1599,-
경기도,느티나무주유소,경기 남양주시 화도읍 북한강로 1594-1,S-OIL,031-511-7776,N,-,1568,1688,1450
경기도,능서주유소/충전소,경기 여주시 능서면 중부대로 2171,S-OIL,031-881-4456,N,-,1558,1638,1550
경기도,능안제일주유소,경기 파주시 조리읍 대원로 276,현대오일뱅크,031-946-7474,Y,1890,1525,1625,1600
경기도,다대주유소,경기 양평군 청운면 설악로 249,SK에너지,031-773-9073,Y,-,1548,1597,1400
경기도,다복주유소,경기 평택시 현덕면 서해로 399,SK에너지,031-681-5181,Y,-,1533,1585,-
경기도,다산신도시주유소,경기 남양주시 다산지금로 39 (다산동),S-OIL,031-554-5133,Y,-,1543,1618,-
경기도,다산주유소,경기 남양주시 진관로 64 (다산동),S-OIL,031-563-2100,Y,-,1543,1608,-
경기도,다올주유소,경기 평택시 안중읍 서해로 1408,현대오일뱅크,031-682-5199,N,-,1598,1648,-
경기도,다원주유소,경기 여주군 여양1로 268,GS칼텍스,031-881-3350,Y,-,1530,1595,1400
경기도,단월주유소,경기 양평군 단월면 단월로 59,SK에너지,031-771-0051,N,-,1569,1639,1450
경기도,달맞이주유소,경기 김포시 월곶면 김포대로 2658,GS칼텍스,000-000-0000,N,-,1557,1599,-
경기도,달뫼주유소,경기 남양주시 화도읍 경춘로 2205,SK에너지,031-595-5555,N,-,1628,1698,1450
경기도,대경TLS(주)대경주유소,경기 화성시 우정읍 남양만로 454,SK에너지,031-358-8267,N,-,1585,1685,-
경기도,대경석유(주) 구갈대경주유소,경기 용인시 기흥구 중부대로 551 (구갈동),GS칼텍스,031-275-5116,Y,1794,1596,1647,1690
경기도,대경석유(주) 동성셀프주유소,경기 동두천시 강변로 858 (동두천동),GS칼텍스,031-868-5164,Y,1747,1547,1627,1590
경기도,대경석유(주)남경주유소,경기 양주시 평화로 2023,GS칼텍스,031-865-0201,Y,1796,1587,1649,-
경기도,대경석유㈜송산마도주유/충전소,경기 화성시 송산면 화성로 618,GS칼텍스,031-366-7131,Y,1854,1547,1617,1590
경기도,대경주유소,경기 양주시 광적면 부흥로 844,SK에너지,031-855-5189,N,-,1553,1659,1550
경기도,대곶주유소,경기 김포시 대곶면 율생로 20,S-OIL,031-987-4346,Y,-,1566,1646,1450
경기도,대광주유소,경기 시흥시 금오로 499 (과림동),SK에너지,02-2687-0651,N,-,1565,1655,1490
경기도,대광주유소,경기 광주시 오포읍 오포로 660,SK에너지,031-766-4992,N,-,1598,1675,1550
경기도,대광현대주유소,경기 연천군 신서면 연신로 1213,현대오일뱅크,031-834-4244,N,-,1570,1670,1600
경기도,대길주유소,경기 포천시 영중면 호국로 3283,SK에너지,031-532-7306,N,-,1558,1658,1450
경기도,대능주유소,경기 파주시 법원읍 술이홀로 750,SK에너지,031-959-5025,N,-,1578,1665,1500
경기도,대능주유소,경기 김포시 대곶면 대곶남로 560,SK에너지,031-998-5149,Y,-,1534,1625,1430
경기도,대동주유소,경기 양평군 청운면 경강로 4220,SK에너지,031-771-8960,Y,-,1560,1587,1400
경기도,대림에너지주유소,경기 남양주시 진접읍 금강로 1667,GS칼텍스,010-3648-3611,N,-,1615,1685,-
경기도,대림주유소,경기 이천시 장호원읍 장여로 361,S-OIL,031-642-9977,N,-,1559,1659,1400
경기도,대림주유소,경기 여주시 금사면 금품1로 436,알뜰주유소,031-885-5151,Y,-,1538,1658,-
경기도,대림주유소,경기 안성시 공도읍 서동대로 4519,SK에너지,031-618-2155,N,-,1679,1699,1500
경기도,대명에너지 광교셀프직영점,경기 용인시 수지구 포은대로 58 (상현동),현대오일뱅크,031-263-5188,Y,1768,1585,1658,1650
경기도,대명에너지2,경기 화성시 정남면 만년로 778-5,현대오일뱅크,070-4232-5189,Y,-,1535,1615,-
경기도,대명에너지세교셀프직영점,경기 오산시 경기대로 491 (수청동),현대오일뱅크,031-377-5188,Y,1804,1569,1639,-
경기도,대명주유소,경기 양평군 단월면 경강로 3695,SK에너지,031-774-5170,N,-,1560,1597,-
경기도,대명주유소,경기 시흥시 소래로 18 (월곶동),SK에너지,031-318-8039,Y,-,1537,1597,-
경기도,대명주유소,경기 김포시 대곶면 대명항로 501,S-OIL,031-998-0152,N,-,1567,1617,1550
경기도,대명탑주유소,경기 김포시 대곶면 대곶로 14,GS칼텍스,031-984-5144,Y,-,1528,1585,1385
경기도,대박셀프주유소,경기 포천시 포천로 1651,SK에너지,031-533-5184,Y,-,1565,1645,-
경기도,대박주유소,경기 남양주시 경강로 351 (삼패동),현대오일뱅크,031-576-1557,N,-,1539,1595,1500
경기도,대보건설(주) 구리(일산방향)주유소,경기 구리시 수도권제1순환고속도로 32,알뜰(ex),031-528-3002,Y,-,1504,1598,-
경기도,대보건설(주) 구리(판교방향)주유소,경기 구리시 수도권제1순환고속도로 27,알뜰(ex),031-555-0740,Y,-,1504,1598,-
경기도,대보건설(주) 성남(구리방향)주유소,경기 성남시 수정구 산성대로 41,알뜰(ex),031-759-0178,Y,-,1504,1598,-
경기도,대보건설㈜이천(하남)주유소/충전소,경기 이천시 신둔면 서이천로853번길 346-129,알뜰(ex),031-637-0953,Y,-,1504,1598,-
경기도,대보에너지㈜행운을주는주유소,경기 이천시 호법면 중부대로 915,SK에너지,031-637-5155,Y,-,1535,1549,1700
경기도,대보유통(주) 안성(서울)주유소/충전소,경기 안성시 경부고속도로 372-1,알뜰(ex),031-664-4096,Y,-,1504,1598,-
경기도,대보유통㈜ 화성(상)주유소/충전소,경기 화성시 팔탄면 서해안고속도로 302-1,알뜰(ex),031-353-8148,Y,-,1504,1608,-
경기도,대보유통㈜화성(하)목포방향,경기 화성시 팔탄면 서해안고속도로 301-1,알뜰(ex),031-353-8015,Y,-,1504,1608,-
경기도,대보주유소,경기도 광주시 도척면 도척로 200,현대오일뱅크,031-798-2521,N,-,1575,1659,1500
경기도,대복제2주유소,경기 오산시 남부대로 511 (고현동),현대오일뱅크,031-665-5171,Y,-,1564,1599,1440
경기도,대복주유소,경기 광명시 광명로 344 (노온사동),S-OIL,02-2611-5240,N,-,1569,1595,1500
경기도,대부그린주유소,경기 안산시 단원구 대부황금로 691 (대부동동),GS칼텍스,032-881-0055,N,-,1587,1667,1450
경기도,대부주유소,경기 안산시 단원구 대부황금로 835 (대부동동),SK에너지,032-885-5189,N,-,1556,1656,1450
경기도,대상주유소,경기 안산시 단원구 순환로 157 (선부동),GS칼텍스,031-413-5189,N,-,1578,1648,1600
경기도,대선에너지(주) 친절한주유소,경기 화성시 남양읍 주석로 304,GS칼텍스,031-355-0717,N,-,1569,1599,-
경기도,대선주유소,경기 남양주시  경춘로 807,S-OIL,031-595-0017,N,-,1535,1595,-
경기도,대성1주유소,경기 김포시 대곶면 대곶북로 429,GS칼텍스,031-986-5153,Y,-,1548,1598,1500
경기도,대성산업(주) 현대주유소,경기 평택시 서동대로 3929 (용이동),GS칼텍스,031-654-0217,Y,-,1579,1595,-
경기도,대성산업(주)과천주유소,경기 과천시 중앙로 144 (별양동),GS칼텍스,02-503-1941,N,-,1690,1720,1600
경기도,대성산업(주)동두천주유소,경기 동두천시 평화로 2496,GS칼텍스,031-862-3482,N,-,1599,1629,1550
경기도,대성산업(주)수원주유소,경기 수원시 장안구 경수대로 868 (조원동),GS칼텍스,031-243-3535,Y,-,1599,1574,-
경기도,대성산업(주)안산공단주유소,경기 안산시 단원구 산단로 313,GS칼텍스,031-494-5133,N,-,1589,1609,1598
경기도,대성산업(주)평택주유소,경기 평택시 경기대로 1232 (이충동),GS칼텍스,031-611-5130,Y,-,1599,1617,1600
경기도,대성산업(주)포천주유소,경기 포천시 영중면 호국로 2563,GS칼텍스,031-533-5180,Y,-,1548,1588,-
경기도,대성산업㈜ 의정부주유소,경기 의정부시 평화로 468 (의정부동),GS칼텍스,031-877-2548,Y,-,1569,1599,1600
경기도,대성석유(주)김포한강신도시주유소,경기 김포시 김포한강3로 400 (마산동),GS칼텍스,031-998-5189,Y,1796,1525,1618,-
경기도,대성석유(주)스타주유소,경기 고양시 덕양구 은빛로 59,GS칼텍스,031-968-7421,Y,-,1495,1595,1500
경기도,대성석유(주)정왕IC주유소,경기 시흥시 서해안로 590,GS칼텍스,031-319-4242,Y,1795,1557,1617,1550
경기도,대성석유(주)통진대성주유소,경기 김포시 통진읍 하성로 58,GS칼텍스,031-996-7411,N,-,1535,1598,1500
경기도,대성유류판매(주) 안양지점,경기 안양시 만안구 박달로 552 (안양동),SK에너지,031-447-0247,Y,-,1554,1614,-
경기도,대성유류판매(주)주유소,경기 화성시 우정읍 포승향남로 1208,SK에너지,031-351-8540,Y,-,1549,1599,1450
경기도,대성주유소,경기 포천시 신북면 호국로 1961,S-OIL,031-535-7450,N,-,1578,1698,1600
경기도,대성주유소,경기 평택시 서탄면 발안로 1192,S-OIL,031-374-9988,N,-,1587,1647,1700
경기도,대성주유소,경기 파주시 광탄면 보광로 814,SK에너지,031-945-5185,Y,-,1567,1627,1400
경기도,대성주유소,경기 용인시 처인구 남사면 경기동로 490,SK에너지,031-334-2255,N,-,1589,1668,1550
경기도,대성주유소,경기 양평군 강상면 강남로 682,SK에너지,031-774-6880,N,-,1565,1645,1450
경기도,대성주유소,경기 안성시 중앙로 177 (신건지동),현대오일뱅크,031-675-2262,N,-,1557,1617,1550
경기도,대성주유소,경기 가평군 하면 청군로 1184,SK에너지,031-585-0758,N,-,1620,1760,1500
경기도,대송주유소,경기 안성시 일죽면 서동대로 7387,현대오일뱅크,031-672-1186,N,-,1558,1678,1450
경기도,대신농협클린주유소,경기 여주시 대신면 여양로 1537,NH-OIL,031-884-3948,Y,-,1553,1644,1350
경기도,대신석유(주)남서울주유소,경기 안양시 만안구  경수대로 1425 (석수동),SK에너지,031-472-0076,Y,-,1627,1697,-
경기도,대신석유(주)당리주유소,경기 군포시 용호1로1번길 16 (당동),SK에너지,031-393-9604,N,-,1649,1797,-
경기도,대신석유(주)대자주유소,경기도 고양시 덕양구  통일로 499,SK에너지,031-969-5186,Y,-,1537,1577,-
경기도,대신석유(주)신안주유소,경기 용인시 기흥구 중부대로 234 (영덕동),SK에너지,031-283-6015,Y,-,1587,1697,1597
경기도,대신자연에너지,경기 수원시 영통구 권선로 927,SK에너지,031-202-5151,Y,-,1549,1599,-
경기도,대신주유소,경기 여주시 대신면 여양1로 527,SK에너지,031-886-0112,Y,-,1530,1595,1350
경기도,대안주유소,경기 시흥시 수인로 2483 (논곡동),SK에너지,031-403-8117,Y,-,1545,1595,1460
경기도,대야동주유소,경기 시흥시 복지로 68,S-OIL,031-312-2704,Y,-,1540,1594,-
경기도,대야주유소,경기 군포시 군포로 137 (대야미동),GS칼텍스,031-437-0633,Y,-,1574,1664,-
경기도,대양석유(주) 국도주유소,경기 안산시 상록구 수인로 647 (사사동),GS칼텍스,031-419-4540,Y,1885,1575,1675,-
경기도,대양석유(주)동탄드림주유소,경기도 화성시 동탄순환대로 731(영천동),SK에너지,031-374-5186,Y,-,1619,1698,-
경기도,대왕주유소,경기 평택시 진위면 삼남로 691,현대오일뱅크,031-662-5185,Y,-,1545,1589,1530
경기도,대웅주유소,경기 안산시 상록구 수인로 1733 (부곡동),현대오일뱅크,031-486-6161,Y,-,1558,1618,1800
경기도,대원셀프주유소,경기 광주시 오포읍 포은대로 38,GS칼텍스,031-767-5907,Y,-,1565,1645,1550
경기도,대원주유소,경기 화성시 팔탄면 서해로 1322-3,알뜰주유소,031-352-8185,Y,-,1529,1573,-
경기도,대원주유소,경기 평택시  지산천로 90 (독곡동),S-OIL,031-611-3641,N,-,1597,1707,1560
경기도,대원주유소,경기 파주시 적성면 청송로 1091,알뜰주유소,031-959-3422,Y,-,1555,1595,1400
경기도,대원주유소,경기 용인시 처인구 백옥대로 1229 (유방동),SK에너지,031-337-0761,N,-,1569,1639,1500
경기도,대원주유소,경기 수원시 장안구 경수대로 772 (영화동),S-OIL,031-255-8061,N,-,1554,1574,-
경기도,대월농협주유소,경기 이천시 대월면 대월로 795,NH-OIL,031-631-1032,N,-,1587,1698,1500
경기도,대월주유소,경기 이천시 대월면 대월로 673,SK에너지,031-634-6065,N,-,1636,1697,1500
경기도,대일석유㈜ 포천지점주유소,경기 포천시 영중면 전영로 1440,GS칼텍스,031-531-9325,Y,-,1548,1598,1390
경기도,대종주유소,경기도 용인시 처인구 양지면 중부대로 1869,현대오일뱅크,031-321-0164,Y,-,1559,1659,1550
경기도,대지석유 선부주유소,경기도 안산시 단원구  선부로 81 (선부동),S-OIL,031-402-5133,Y,-,1588,1659,-
경기도,대지주유소,경기 시흥시 군자로 80 (월곶동),SK에너지,031-499-9533,N,-,1547,1619,1600
경기도,대진주유소,경기 여주시 강천면 강문로 344,SK에너지,031-8087-7078,N,-,1650,1780,1470
경기도,대학주유소,경기 여주시  세종로 270,S-OIL,031-884-3355,N,-,1649,1699,1450
경기도,대한에너지,경기 광주시 퇴촌면 천진암로 412,SK에너지,031-765-5545,Y,-,1585,1655,1550
경기도,대호주유소,경기 용인시 기흥구 중부대로 202 (영덕동),GS칼텍스,031-281-4445,N,-,1692,1807,-
경기도,대화주유소,경기 고양시 일산서구 대화로37번길 58,현대오일뱅크,031-911-0048,Y,-,1525,1598,1450
경기도,대흥주유소,경기 포천시 일동면 화동로 967,SK에너지,031-532-1121,Y,-,1559,1619,1390
경기도,대흥주유소,경기 양평군 양평읍 대흥로 106-4,GS칼텍스,031-771-1876,N,-,1599,1699,1450
경기도,대흥주유소,경기 안성시 안성맞춤대로 1335 (금석동),GS칼텍스,031-677-8100,N,-,1565,1665,1450
경기도,더조은주유소,경기 안성시 공도읍 공도로 160,SK에너지,031-651-0052,Y,-,1585,1615,-
경기도,덕도주유소,경기 양주시 광적면 화합로 143,SK에너지,031-871-0052,N,-,1648,1698,1500
경기도,덕성에너지 평택지점,경기 평택시 진위면 경기대로 1921,현대오일뱅크,031-662-6545,N,-,1559,1605,-
경기도,덕성주유소,경기 화성시 팔탄면 버들로 1509,현대오일뱅크,031-353-7001,N,-,1628,1698,1550
경기도,덕안주유소,경기 광명시 오리로 270 (소하동),SK에너지,02-898-2365,N,-,1638,1738,1600
경기도,덕양셀프주유소,경기 평택시 현덕면 서동대로 1286,SK에너지,031-682-2580,Y,-,1588,1648,1500
경기도,덕양제1주유소,경기 고양시 덕양구 서오릉로 832 (성사동),SK에너지,031-966-5194,Y,1729,1495,1565,-
경기도,덕양제2주유소,경기 고양시 일산서구 경의로 940,SK에너지,031-924-5192,Y,1735,1535,1585,-
경기도,덕양제3주유소,경기 고양시 덕양구 동헌로 187 (대자동),SK에너지,031-969-5189,Y,-,1577,1647,1450
경기도,덕양제4주유소,경기 고양시 일산동구  고봉로 847 (설문동),SK에너지,031-975-5188,Y,-,1545,1565,-
경기도,덕양제5주유소,경기 고양시 일산서구 고양대로 120 (법곳동),SK에너지,031-921-0922,Y,1739,1525,1588,-
경기도,덕양제7주유소,경기 고양시 일산동구 무궁화로 250 (풍동),SK에너지,031-905-5194,Y,1739,1535,1565,1650
경기도,덕양주유소,경기 고양시 덕양구 충장로 142 (행신동),알뜰주유소,031-979-8426,Y,-,1514,1594,-
경기도,덕우리주유소,경기 화성시 팔탄면 포승향남로 2295,GS칼텍스,031-352-5799,N,-,1535,1585,1600
경기도,덕우주유소,경기 화성시 팔탄면 온천로 127,GS칼텍스,031-353-5095,N,-,1565,1605,1400
경기도,덕원주유소,경기 수원시 권선구 권선로 258 (고색동),GS칼텍스,031-292-4799,Y,-,1545,1595,1500
경기도,덕은셀프주유소,경기도 파주시 월롱면 엘지로 214,SK에너지,031-945-6404,Y,-,1545,1595,1400
경기도,덕이셀프주유소,경기 고양시 일산서구 덕이로 94 (덕이동),S-OIL,031-925-1777,Y,-,1522,1585,-
경기도,덕평(양방향)주유소충전소,경기 이천시 마장면 덕이로154번길 287-74,SK에너지,031-635-8858,Y,1882,1687,1695,-
경기도,덕평알뜰주유소,경기 여주시 점동면 장여로 931,알뜰주유소,031-882-7338,Y,-,1548,1658,1350
경기도,덕평주유소,경기 이천시 마장면 덕평로 812,GS칼텍스,031-632-6167,N,1895,1547,1618,1515
경기도,덕풍주유소,경기 하남시 하남대로 829 (덕풍동),S-OIL,031-792-5711,Y,-,1545,1625,-
경기도,덕현주유소,경기 가평군 상면 청군로 450,현대오일뱅크,031-584-5188,N,-,1655,1700,1600
경기도,덕흥주유소,경기 남양주시 별내면 덕릉로 1101,현대오일뱅크,031-527-5577,N,-,1595,1695,1600
경기도,도계주유소,경기 평택시 팽성읍 팽성로 6,SK에너지,031-691-2235,N,-,1627,1697,-
경기도,도궁주유소,경기 광주시 도척면 도척윗로 116,GS칼텍스,031-762-8989,N,-,1598,1678,1580
경기도,도금단지주유소,경기 안산시 상록구 용담로 75 (팔곡이동),현대오일뱅크,031-437-5189,N,-,1598,1798,1650
경기도,도우주유소,경기 남양주시 진접읍 금강로 1589,SK에너지,031-528-0522,Y,-,1575,1668,-
경기도,도이치에너지,경기 수원시 권선구 권선로 334 (고색동),현대오일뱅크,031-293-5179,Y,1790,1550,1590,1449
경기도,도일주유소,경기 평택시 도일로 201 (도일동),S-OIL,031-611-5135,N,-,1555,1675,1550
경기도,도척농협주유소,경기 광주시 도척면 노곡로 6,GS칼텍스,031-761-7928,N,-,1565,1615,1500
경기도,도화상사은봉주유소,경기 파주시 평화로 260 (야동동),GS칼텍스,031-943-9040,N,-,1575,1690,1450
경기도,돌고개주유소,경기 남양주시 화도읍 경춘로 2424,현대오일뱅크,031-595-5188,N,-,1577,1687,1450
경기도,돌고래주유소,경기 광주시 회안대로 739 (탄벌동),S-OIL,031-767-6633,Y,-,1565,1595,1500
경기도,동1 self주유소,경기 평택시 삼남로 94 (도일동),현대오일뱅크,031-663-8995,Y,1817,1527,1598,1500
경기도,동광주유소,경기 용인시 기흥구 중부대로 56 (영덕동),GS칼텍스,031-205-0127,Y,1793,1563,1598,-
경기도,동그라미주유소,경기 화성시 팔탄면 서해로 1380,GS칼텍스,031-354-9938,Y,-,1530,1573,-
경기도,동남주유소,경기 포천시 신북면 중앙로 329,현대오일뱅크,031-535-2721,N,-,1599,1739,1600
경기도,동남주유소,경기 용인시 처인구 남사면 천덕산로 5,GS칼텍스,031-333-4131,N,-,1638,1728,1550
경기도,동두천주유소,경기 동두천시 평화로 2385 (생연동),S-OIL,031-864-5189,Y,-,1555,1615,-
경기도,동림셀프주유소,경기 용인시 처인구 양지면 중부대로 1955,S-OIL,031-321-5155,Y,-,1564,1594,-
경기도,동문A주유소,경기 수원시 영통구 창룡대로 370,GS칼텍스,031-258-0282,Y,1768,1585,1655,-
경기도,동문B주유소,경기 수원시 영통구 창룡대로 380 (이의동),GS칼텍스,031-256-8879,Y,1748,1585,1655,-
경기도,동백IC주유소,경기 용인시 기흥구 동백죽전대로 560 (동백동),GS칼텍스,031-287-5149,N,-,1689,1859,-
경기도,동백시티주유소,경기 용인시 기흥구 동백죽전대로556번길 1 (동백동),SK에너지,031-286-3560,N,2048,1728,1878,-
경기도,동백주유소,경기 용인시 기흥구 언동로 117 (상하동),S-OIL,031-275-5105,Y,-,1567,1587,-
경기도,동백쥬네브주유소,경기 용인시 기흥구 동백중앙로 260 (중동),GS칼텍스,031-285-9120,N,-,1698,1868,-
경기도,동북주유소,경기 남양주시 진건읍 사릉로 420,S-OIL,031-574-8552,Y,-,1632,1593,1750
경기도,동산주유소,경기 이천시 장호원읍 경충대로 590,현대오일뱅크,031-641-5189,Y,-,1575,1595,1450
경기도,동산주유소,경기 오산시 오산천로 3-5 (갈곶동),S-OIL,031-378-8695,N,-,1579,1669,1550
경기도,동산주유소,경기 김포시 하성면 월하로 600,현대오일뱅크,031-989-2202,N,-,1545,1596,1400
경기도,동서울주유소,경기 하남시 서하남로 372,SK에너지,031-796-4336,Y,-,1530,1625,1500
경기도,동서울주유소,경기도 여주시 점동면 장여로 871,S-OIL,031-883-3220,N,-,1558,1658,1390
경기도,동신주유소,경기 이천시 모가면 진상미로 1235,SK에너지,031-634-8867,N,-,1597,1698,1500
경기도,동아주유소(self),경기 남양주시 진접읍 장현로 39,GS칼텍스,031-572-7000,Y,-,1585,1695,1600
경기도,동안주유소,경기 안양시 동안구 시민대로 98 (호계동),S-OIL,031-453-8876,N,-,1628,1695,1550
경기도,동양산업(주)마도주유소,경기도 화성시 마도면 화성로 873,GS칼텍스,031-357-9909,Y,-,1557,1597,-
경기도,동양산업(주)직영 일광주유소,경기 부천시 원미구 길주로 442,GS칼텍스,032-663-1010,Y,1697,1537,1617,1500
경기도,동양산업(주)직영신태평주유소,경기 평택시 고덕면 서동대로 2633,GS칼텍스,031-668-6366,Y,-,1557,1617,-
경기도,동양산업(주)해안주유소,경기 평택시 포승읍 서동대로 376,GS칼텍스,031-682-5189,Y,-,1547,1597,-
경기도,동양주유소,경기 용인시 처인구 백암면 덕평로 177,S-OIL,031-323-5353,N,-,1590,1640,1500
경기도,동영셀프주유소,경기 포천시 신북면 중앙로 241,SK에너지,031-532-5457,Y,-,1559,1644,1400
경기도,동오주유소,경기 화성시 향남읍 발안로 451,현대오일뱅크,031-353-4228,N,-,1599,1739,1550
경기도,동우주유소,경기 의왕시 안양판교로 138 (포일동),GS칼텍스,031-425-7061,Y,-,1558,1604,-
경기도,동우주유소,경기 부천시 오정구 삼작로 151 (내동),SK에너지,032-674-6660,Y,1697,1587,1634,-
경기도,동운주유소,경기 하남시 조정대로 116 (풍산동),현대오일뱅크,031-794-5189,Y,-,1595,1695,1500
경기도,동원2주유소,경기 고양시 덕양구 통일로 1180 (내유동),GS칼텍스,031-969-5148,Y,-,1514,1564,1450
경기도,동원주유소,경기 고양시 일산서구 고양대로 717 (일산동),SK에너지,031-976-5149,Y,-,1535,1590,-
경기도,동원주유소,경기 고양시 덕양구 고양대로 1900 (동산동),GS칼텍스,02-381-3030,N,-,1527,1597,-
경기도,동일석유 SK양주셀프주유소,경기 구리시 경춘로 196 (수택동),SK에너지,031-563-2019,Y,-,1563,1665,-
경기도,동일석유(주) 금성셀프주유소,경기 평택시 경기대로 1078 (장당동),SK에너지,031-665-0190,Y,-,1545,1617,1600
경기도,동일석유(주) 금호주유소,경기 수원시 장안구 경수대로 852 (조원동),SK에너지,031-258-2892,N,-,1567,1574,-
경기도,동일석유(주) 덕정IC주유소,경기 양주시 평화로 1803,SK에너지,031-868-5151,Y,-,1537,1575,-
경기도,동일석유(주)김포대로주유소,경기도 김포시 통진읍 김포대로 1937,SK에너지,031-988-3017,Y,-,1567,1615,-
경기도,동일석유(주)마석동일주유소,경기 남양주시 화도읍 경춘로 1757,SK에너지,031-559-1245,Y,-,1587,1677,-
경기도,동일석유(주)산업self 주유소,경기 군포시 경수대로 457 (당정동),SK에너지,031-452-3590,Y,-,1575,1615,-
경기도,동일석유(주)오남동일셀프주유소,경기도 남양주시 오남읍 양지로 121,SK에너지,031-574-5189,Y,-,1558,1589,1600
경기도,동일석유㈜신내IC주유소,경기도 양주시 평화로 1998-0,SK에너지,031-858-3336,N,-,1545,1575,1550
경기도,동일석유제일주유소,경기 안양시 동안구 경수대로 962,SK에너지,031-449-2796,Y,-,1568,1643,-
경기도,동일주유소,경기 용인시 처인구 양지면 중부대로 2533,SK에너지,031-336-6482,N,-,1576,1639,-
경기도,동진주유소,경기 김포시 월곶면 김포대로 3001,SK에너지,031-987-5185,N,-,1578,1628,1500
경기도,동창베스트(주) 동창주유소,경기 구리시 동구릉로 290 (인창동),SK에너지,031-555-4657,N,-,1565,1665,1590
경기도,동탄2주유소,경기 화성시 동탄대로 750 (영천동),GS칼텍스,031-374-1189,Y,-,1626,1686,-
경기도,동탄그린주유소,경기 화성시 동탄산단5길 10-44,GS칼텍스,031-373-5828,Y,-,1569,1599,-
경기도,동탄농협주유소,경기 화성시 삼성1로 196,NH-OIL,031-613-0002,Y,-,1586,1642,1530
경기도,동탄뉴타운주유소,경기 화성시 경기동로 234,GS칼텍스,031-375-7799,N,1829,1619,1659,-
경기도,동탄명품주유소,경기도 화성시 동탄신리천로 249(오산동),S-OIL,031-378-5010,Y,1893,1648,1759,-
경기도,동탄반월주유소,경기 화성시 동탄원천로 447 (반월동),SK에너지,070-8112-5189,Y,-,1589,1659,1600
경기도,동탄세마주유소,"경기 오산시 외삼미로 162-12, 외 1필지",SK에너지,031-8015-5828,Y,-,1578,1609,-
경기도,동탄예일주유소,경기 화성시 경기동로 211 (장지동),현대오일뱅크,031-372-3401,N,-,1567,1637,-
경기도,동탄주유소,경기 화성시 10용사로 446,GS칼텍스,031-613-5157,Y,1819,1649,1659,1500
경기도,동탄행복셀프주유소,경기 용인시 기흥구 용구대로 1625 (공세동),GS칼텍스,031-284-5189,Y,1725,1565,1585,-
경기도,동해주유소,경기 안산시 상록구 선진6길 38 (사동),GS칼텍스,031-415-5151,N,1926,1637,1698,-
경기도,동현주유소,경기 화성시 향남읍 3.1만세로 1015,SK에너지,031-354-1151,N,-,1619,1759,1650
경기도,동현주유소,경기 안산시 단원구 대선로 237,현대오일뱅크,032-888-9960,N,-,1598,1728,1500
경기도,동현주유소,경기 가평군 하면 청군로 1303,S-OIL,031-585-5189,N,-,1620,1760,1500
경기도,동화주유소,경기 용인시 기흥구 중부대로 752 (상하동),S-OIL,031-284-5575,Y,-,1579,1659,-
경기도,두꺼비주유소,경기 오산시 독산성로 350,GS칼텍스,031-372-0035,Y,-,1598,1658,1550
경기도,두무재주유소,경기 이천시 부발읍 중부대로 2042,SK에너지,031-636-0378,N,-,1566,1625,1400
경기도,두월self주유소,경기 광주시 초월읍 산수로 378,SK에너지,031-769-5151,Y,1800,1599,1695,1560
경기도,두창주유소,경기 용인시 기흥구 언동로 197 (중동),GS칼텍스,031-286-7638,Y,1860,1674,1795,1650
경기도,드림에너지(주)배트맨주유소,경기 수원시 장안구 경수대로 818,현대오일뱅크,031-258-0445,Y,-,1554,1574,1500
경기도,등원주유소,경기 파주시 조리읍 등원로 57,S-OIL,031-944-5155,N,-,1568,1698,1500
