지역,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유
경기도,백신주유소,경기 고양시 일산동구 장항로 79 (백석동),현대오일뱅크,031-938-7777,N,-,1558,1678,1490
경기도,백재주유소,경기 광명시 광명로 482,SK에너지,02-2685-6362,Y,-,1595,1615,-
경기도,벌말주유소,경기 광명시 광명로 38 (가학동),SK에너지,02-2689-0924,Y,-,1565,1595,1550
경기도,벚꽃길주유소,경기 가평군 청평면 경춘로 1454,SK에너지,031-581-3700,N,1940,1629,1759,1550
경기도,벽제self주유소,경기 고양시 덕양구 혜음로 181,SK에너지,031-963-6460,Y,-,1535,1565,1550
경기도,부자주유소,경기 김포시 대곶면 율마로 220,현대오일뱅크,031-988-8588,N,-,1525,1595,1450
경기도,북면주유소,경기 가평군 북면 가화로 996,S-OIL,031-582-5189,N,-,1620,1720,1500
경기도,북한산주유소,경기 고양시 덕양구 북한산로 539 (효자동),현대오일뱅크,02-384-4666,Y,-,1515,1585,1600
경기도,분당대일주유소,경기 성남시 분당구 양현로 312,GS칼텍스,031-706-6037,Y,1797,1647,1677,-
경기도,분당로마도시고속주유소,경기 성남시 분당구 수내로 2 (수내동),GS칼텍스,031-715-0445,N,2099,1787,1967,-
경기도,분당로주유소,경기 성남시 분당구 대왕판교로 381 (백현동),GS칼텍스,031-708-0443,Y,1795,1595,1675,-
경기도,분당탑주유소,경기 성남시 분당구 판교로 751 (야탑동),SK에너지,031-702-4983,N,-,1575,1635,-
경기도,블루에너지,경기 고양시 일산서구  덕이로 299 (덕이동),SK에너지,031-919-5182,Y,-,1547,1598,1600
경기도,비전에너지(주)코리아주유소,경기 고양시 일산동구 고봉로 788 (설문동),SK에너지,031-969-1900,Y,-,1535,1565,1540
경기도,사우디제 7 주유소,경기 고양시 일산동구 백마로 37 (장항동),SK에너지,031-902-1155,N,1885,1535,1665,-
경기도,산성주유소,경기 고양시 덕양구  행주로 59 (행주내동),현대오일뱅크,031-970-5151,Y,-,1565,1595,1520
경기도,삼미 동부셀프주유소,경기도 광주시 오포읍 태재로 75 (오포읍),SK에너지,031-726-5181,Y,-,1585,1645,1650
경기도,삼미상사(주) 유명셀프주유소,경기 김포시 월곶면 김포대로 2759 (월곶면),SK에너지,031-984-8880,Y,-,1514,1598,1450
경기도,삼미상사(주)금정역셀프주유소,경기 군포시 엘에스로 178 (산본동),SK에너지,031-456-5189,Y,-,1564,1604,1650
경기도,삼미상사(주)남부주유소,경기 군포시 고산로 259 (당동),SK에너지,031-398-6252,Y,-,1613,1699,-
경기도,삼미상사(주)일산제일주유소,경기 고양시 일산동구 고봉로 473 (성석동),SK에너지,031-975-5159,N,-,1535,1579,1500
경기도,삼미상사(주)청평그린셀프주유소,경기 가평군 청평면 경춘로 524,SK에너지,031-585-8388,Y,-,1574,1664,1700
경기도,삼미상사(주)초원셀프주유소,경기 김포시 대곶면 대곶북로 424,SK에너지,031-983-7151,Y,-,1494,1552,1550
경기도,삼밭골주유소,경기 가평군 설악면 유명로 2005,GS칼텍스,031-584-2476,Y,-,1660,1760,1500
경기도,삼보약암주유소,경기 김포시 대곶면 약암로 766,SK에너지,031-996-1244,N,-,1548,1618,1498
경기도,삼성주유소,"경기 광명시 범안로 925, (338-2) (하안동)",SK에너지,02-898-4454,Y,-,1557,1647,-
경기도,삼송뉴시티주유소,경기 고양시 덕양구 고양대로 1960 (동산동),S-OIL,02-359-5145,Y,-,1537,1597,-
경기도,삼송서진주유소,경기 고양시 덕양구 통일로 226 (삼송동),현대오일뱅크,02-381-5156,Y,-,1577,1657,-
경기도,삼원셀프주유소,경기 광주시 오포읍 포은대로 429,GS칼텍스,031-766-5992,Y,-,1585,1655,1550
경기도,삼원주유소,경기 고양시 덕양구 고양대로 1303 (주교동),현대오일뱅크,031-965-2062,N,-,1595,1675,-
경기도,삼일주유소,경기 고양시 일산동구 견달산로 252 (식사동),SK에너지,031-967-3144,N,-,1642,1745,1580
경기도,삼호주유소,경기 고양시 덕양구 흥도로 404 (성사동),현대오일뱅크,031-966-5599,N,-,1568,1658,1500
경기도,상면주유소,경기 가평군 상면 청군로 1070,SK에너지,031-585-2907,N,-,1620,1760,1500
경기도,상하이주유소,경기 광주시 오포읍 회안대로 80,SK에너지,031-766-0082,Y,-,1565,1595,-
경기도,서민주유소,경기 광주시 회안대로 993 (송정동),SK에너지,031-798-0391,Y,1894,1535,1575,-
경기도,서민행복주유소,경기 광주시 곤지암읍 경충대로 41,SK에너지,031-761-1775,Y,-,1555,1655,1575
경기도,서오능SELF주유소,경기 고양시 덕양구 권율대로 450-1,SK에너지,031-966-1632,Y,-,1597,1677,-
경기도,서울석유(주) 그린시티주유소,경기 김포시 양촌읍 양곡우회로 40,SK에너지,031-998-3006,Y,-,1535,1635,-
경기도,서울주유소,경기 김포시 양촌면 양곡로 357,GS칼텍스,031-998-5151,N,-,1567,1637,1690
경기도,서율주유소,경기 광명시 오리로 461 (소하동),현대오일뱅크,02-899-8804,Y,-,1534,1614,1499
경기도,서현주유소,경기 성남시 분당구 새마을로 19,GS칼텍스,031-701-7404,N,-,1678,1735,-
경기도,선광주유소,경기 광주시 경충대로 1962 (중대동),SK에너지,031-763-2000,Y,-,1554,1605,1600
경기도,설문IC셀프주유소,경기 고양시 일산동구 고봉로 799,현대오일뱅크,031-975-5189,Y,-,1535,1565,-
경기도,성동주유소,경기 광주시 이배재로 506 (목현동),GS칼텍스,031-768-5143,N,-,1565,1595,1500
경기도,성석셀프주유소,경기 고양시 일산동구 성현로 58 (성석동),현대오일뱅크,031-977-2305,Y,-,1525,1564,1520
경기도,성신레미컨(주)주유소,경기 구리시 동구릉로 260 (인창동),현대오일뱅크,031-556-4127,N,-,1600,1685,1600
경기도,성안주유소,경기 광주시 회안대로 1021 (송정동),현대오일뱅크,031-764-1448,Y,-,1565,1595,-
경기도,성용주유소,경기 광명시 가학로 152 (가학동),SK에너지,02-2683-2820,N,-,1569,1689,1550
경기도,송산주유소,경기 고양시 일산서구 송산로 176,GS칼텍스,031-923-3393,Y,-,1545,1625,1540
경기도,송정주유소,경기 가평군 가평읍 가화로 359,S-OIL,031-581-0001,N,-,1650,1750,1500
경기도,수남주유소,경기 김포시 대곶면 대곶남로 420,현대오일뱅크,031-987-5595,N,-,1565,1645,1430
경기도,수지Self주유소,경기 김포시 김포대로 1115 (걸포동),SK에너지,031-8049-3553,Y,-,1532,1603,-
경기도,수펙스주유소,경기 성남시 분당구 성남대로 71 (구미동),SK에너지,031-717-1141,N,1817,1717,1837,-
경기도,수현주유소,경기 김포시 월곶면 김포대로 2553,GS칼텍스,031-987-5656,N,-,1514,1598,1450
경기도,쉼터주유소,경기 가평군 상면 청군로 824,GS칼텍스,031-585-9003,Y,-,1597,1617,1440
경기도,스카이주유소,경기 가평군 설악면 유명로 1335,S-OIL,031-584-8339,Y,-,1638,1738,1500
경기도,식사주유소,경기 고양시 일산동구 고양대로 1137 (식사동),S-OIL,031-966-3166,Y,-,1547,1627,-
경기도,신곡주유소,경기 김포시 고촌읍 금포로 323,현대오일뱅크,031-986-5182,Y,-,1523,1592,1550
경기도,신김포농협대곶지점셀프주유소,경기 김포시 대곶면 율생로 99,NH-OIL,031-987-7753,Y,-,1535,1635,1400
경기도,신김포농협주유소,경기 김포시 통진읍 서암로 121,S-OIL,031-987-0317,N,-,1568,1635,1400
경기도,신김포농협주유소(하성지점),경기 김포시 하성면 하성로 495,S-OIL,031-988-5159,N,-,1568,1635,1400
경기도,신덕이로주유소,경기 고양시 일산서구 덕이로 36 (덕이동),SK에너지,031-918-5189,Y,1695,1524,1585,-
경기도,신우에너지(주),경기 고양시 일산동구 고봉로 470 (성석동),SK에너지,031-964-1984,Y,-,1535,1565,-
경기도,신우주유소,경기 고양시 일산동구 성현로 177,S-OIL,031-975-5193,Y,-,1534,1574,1500
경기도,신일주유소,경기 김포시 통진읍 김포대로 2036,SK에너지,031-987-5151,N,-,1577,1637,1430
경기도,신창주유소,경기 광주시 고불로 164,GS칼텍스,031-767-5197,N,-,1638,1726,1650
경기도,신청평주유소,경기 가평군 청평면 경춘로 508,S-OIL,031-584-5400,Y,-,1589,1658,1350
경기도,신한주유소,경기 김포시 대곶면 대곶남로 165,SK에너지,031-983-8080,N,-,1547,1617,1450
경기도,신화상사(주)구도일주유소신화일산,경기 고양시 일산동구 백마로 36 (장항동),S-OIL,031-904-7793,Y,1795,1554,1604,-
경기도,실로암주유소,경기 김포시 고촌읍 개화동로 46,알뜰주유소,031-986-1467,Y,-,1523,1583,-
경기도,싱글벙글주유소,경기 고양시 일산동구 장항로 122-8 (백석동),SK에너지,031-902-5151,Y,-,1539,1649,1550
경기도,씨앤에스에너지(주)구도일주유소 성석,경기 고양시 일산동구 고봉로 618 (성석동),S-OIL,031-932-6666,N,-,1569,1649,1580
경기도,씨앤에스유통㈜ 내유동주유소,경기 고양시 덕양구 통일로 1273 (내유동),S-OIL,031-962-0606,Y,1795,1565,1595,1450
경기도,아천동주유소,경기 구리시 아차산로 55 (아천동),S-OIL,02-2201-4545,N,-,1585,1685,-
경기도,안곡주유소,경기 고양시 일산동구 고양대로 831,현대오일뱅크,031-977-0002,Y,-,1495,1565,-
경기도,애플주유소,경기 광주시 오포읍 양벌로 55,SK에너지,031-763-2003,Y,-,1595,1685,1600
경기도,약수터주유소,경기 김포시 월곶면 김포대로 2812,현대오일뱅크,031-987-5747,N,-,1575,1655,1500
경기도,약암주유소,경기 김포시 대곶면 약암로 921,SK에너지,031-998-4998,N,-,1598,1668,1550
경기도,양곡주유소,경기 김포시 양촌면 양곡1로 17,현대오일뱅크,031-981-1150,N,-,1607,1707,1460
경기도,에스에이치 네트웍스(주) 직영점,경기 광주시 순암로 176 (중대동),GS칼텍스,031-763-8980,Y,-,1595,1695,1580
경기도,에쓰오일(주)능마을 보금자리주유소,경기 구리시 경춘북로 74 (갈매동),S-OIL,031-574-5200,Y,1789,1579,1649,-
경기도,역동주유소,경기 광주 경충대로 1721,S-OIL,031-762-8155,Y,-,1577,1597,1487
경기도,열미ic주유소,경기 광주시 곤지암읍 광여로 233,S-OIL,031-767-1218,N,-,1669,1739,1550
경기도,영동주유소,경기 광주시 퇴촌면 정영로 894,SK에너지,031-798-5153,Y,-,1555,1635,1550
경기도,오렌지주유소,경기 고양시 일산동구 백마로 49 (장항동),GS칼텍스,031-902-2294,N,1924,1785,1865,-
경기도,오성주유소,경기 구리시 동구릉로 426 (사노동),S-OIL,031-574-7887,Y,2050,1615,1725,1650
경기도,오일씨티셀프주유소,경기 김포시 양촌면 양곡로 382,SK에너지,031-987-5088,Y,-,1532,1592,-
경기도,오일파크 하성주유소,경기도 김포시 금포로 1925,알뜰주유소,031-983-5125,Y,-,1528,1588,1400
경기도,오토파워주유소,경기 고양시 덕양구 고양대로 1464 (성사동),현대오일뱅크,031-965-0085,Y,-,1537,1607,-
경기도,오포주유소/충전소,경기 광주시 오포읍 포은대로 317,SK에너지,031-766-0005,Y,-,1545,1645,-
경기도,옥길주유소,경기 광명시 금오로 846 (옥길동),현대오일뱅크,02-2619-4144,Y,1765,1565,1615,1440
경기도,우리주유소,경기 고양시 일산동구 성현로 487,알뜰주유소,031-964-5101,Y,-,1525,1595,1540
경기도,우선유통(주)김포신도시,경기 김포시 김포대로 1467 (장기동),현대오일뱅크,031-989-8951,N,-,1688,1888,1700
경기도,우암주유소,경기 고양시 덕양구 벽제동 보광로 198,S-OIL,031-963-2334,N,-,1567,1627,1450
경기도,우주피엔씨(주) 새광명주유소,경기 광명시 시청로 115 (철산동),S-OIL,02-2625-7674,Y,-,1565,1615,-
경기도,원흥제2주유소,경기 고양시 일산동구 성현로 533 (사리현동),현대오일뱅크,031-966-5189,N,-,1525,1595,1540
경기도,유명산주유소,경기 가평군 설악면 유명로 867,GS칼텍스,031-584-7776,N,-,1638,1738,1500
경기도,유정주유소,경기 고양시 덕양구 호수로 104 (토당동),S-OIL,031-971-5182,Y,-,1556,1635,1450
경기도,유카스에너지 대벽주유소,경기 김포시 대곶면 약암로 505,S-OIL,031-982-7363,Y,-,1496,1554,1550
경기도,율생주유소,경기 김포시 대곶면 대명항로 237,SK에너지,031-987-7488,N,-,1588,1698,1550
경기도,으뜸주유소,경기도 김포시 양촌읍 양곡4로 64,SK에너지,031-986-5958,Y,-,1535,1635,-
경기도,이마트24서비스 고촌물류주유소,경기 김포시 고촌읍 아라육로57번길 87-11,SK에너지,031-981-5281,N,-,1615,1695,1550
경기도,이산포주유소,경기도 고양시 일산서구  고양대로 114 (법곳동),S-OIL,031-919-7712,N,-,1525,1588,1450
경기도,이와이에너지,경기 김포시 월곶면 김포대로 3009,GS칼텍스,031-986-0892,N,-,1558,1598,1550
경기도,이화주유소,경기 가평군 가평읍 경춘로 2021,현대오일뱅크,031-581-5149,N,-,1565,1639,1450
경기도,일광에너비스 행주내동점,경기 고양시 덕양구 행주로 104 (행주내동),현대오일뱅크,031-973-5151,Y,-,1565,1595,1550
경기도,일산가좌주유소,경기 고양시 일산서구 동서대로 352,현대오일뱅크,031-923-8500,Y,-,1577,1597,1487
경기도,자연오일주유소,경기 광주시 오포읍 포은대로 213,S-OIL,031-768-5181,Y,-,1539,1589,-
경기도,자유로주유소,경기 고양시 일산서구 이산포길 266 (법곳동),SK에너지,031-923-5186,Y,-,1559,1679,-
경기도,자유제일주유소,경기 고양시 덕양구 자유로 487 (행주외동),SK에너지,031-971-8533,Y,1887,1577,1637,-
경기도,장미셀프주유소,경기 광명시 광명로 269 (노온사동),SK에너지,02-2617-5260,Y,-,1565,1595,-
경기도,장미주유소,경기 광주시 경충대로 1920 (장지동),S-OIL,031-761-2549,Y,-,1575,1595,1495
경기도,장항주유소,경기 고양시 일산동구 장항로 277 (장항동),S-OIL,031-903-3322,Y,-,1535,1595,1480
경기도,정발산주유소,경기 고양시 일산동구 경의로 468 (정발산동),현대오일뱅크,031-903-5676,Y,1715,1535,1585,-
경기도,정상에너지(주)강매self주유소,경기 고양시 덕양구 중앙로 316 (도내동),SK에너지,031-972-1555,Y,-,1495,1565,1450
경기도,제1자유로주유소,경기 고양시 덕양구 자유로 94,GS칼텍스,02-3158-0707,Y,1807,1537,1617,1620
경기도,제2자유로주유소,경기 고양시 덕양구 제2자유로 154 (현천동),GS칼텍스,02-3159-7707,Y,-,1537,1617,-
경기도,제일주유소,경기 김포시 양촌면 양곡4로 117,현대오일뱅크,031-981-5518,Y,-,1566,1678,1490
경기도,제일주유소,경기 광주시 오포읍 오포로 527,S-OIL,031-765-9691,N,-,1613,1673,1550
경기도,조은제1셀프주유소,경기 김포시 중봉1로 55,SK에너지,031-983-3001,Y,-,1599,1649,1550
경기도,조은주유소,경기 김포시 대곶면 대명항로 467,SK에너지,031-989-7474,N,-,1567,1597,1450
경기도,주식회사 월하에너지,경기 김포시 월곶면 월하로 209,현대오일뱅크,031-989-5155,Y,-,1527,1585,-
경기도,주유소티파니블루,"경기 성남시 분당구 판교로 35,  (운중동)",GS칼텍스,031-8016-5151,N,2099,1787,1967,-
경기도,중부농업협동조합,경기 광주시 중부면 회안대로 1426,S-OIL,031-761-7195,N,-,1565,1595,1500
경기도,중앙로주유소,경기 고양시 덕양구 중앙로 113 (화전동),SK에너지,02-3158-2228,Y,-,1495,1565,1600
경기도,중앙셀프주유소,경기 광주시 오포읍 오포로 342,현대오일뱅크,031-766-5925,Y,-,1565,1625,1550
경기도,지리산석유(주),경기 성남시 분당구 동막로 231 (동원동),SK에너지,031-786-0052,N,1898,1698,1789,1550
경기도,지에스칼텍스(주) 토평IC주유소,경기 구리시 코스모스길 228,GS칼텍스,031-565-5185,N,1938,1691,1770,1410
경기도,지에스칼텍스(주)강변주유소,경기 구리시 아차산로 395,GS칼텍스,031-563-8788,Y,1814,1599,1699,1408
경기도,지에스칼텍스(주)양촌주유소,경기 김포시 양촌읍 김포대로 1749,GS칼텍스,031-986-6574,Y,-,1545,-,-
경기도,지에스칼텍스㈜ 능곡주유소,경기 고양시 덕양구 지도로 8,GS칼텍스,031-973-2282,Y,1801,1601,1666,1502
경기도,지에스칼텍스㈜ 당정스타주유소,경기 군포시 고산로 109 (당정동),GS칼텍스,031-451-8600,Y,1774,1579,1648,-
경기도,지에스칼텍스㈜ 설악IC주유소,경기 가평군 설악면 유명로 1619,GS칼텍스,031-585-5129,Y,1899,1650,1760,1500
경기도,지에스칼텍스㈜ 신도시주유소,경기 고양시 일산서구 경의로 945,GS칼텍스,031-914-9059,N,1735,1535,1585,1495
경기도,지에스칼텍스㈜ 유정주유소,경기 광주시 도척면 마도로 196,GS칼텍스,031-763-2525,N,-,1545,1605,1470
경기도,지에스칼텍스㈜ 일산그린주유소,경기 고양시 일산동구 고봉로 282,GS칼텍스,031-977-0303,Y,1715,1515,1585,1515
경기도,지에스칼텍스㈜ 토당주유소,경기 고양시 덕양구 중앙로 637,GS칼텍스,031-979-5020,Y,1714,1514,1629,-
경기도,지에스칼텍스㈜ 해동주유소,경기 구리시 경춘로 69,GS칼텍스,031-569-5189,N,-,1631,1720,1422
경기도,처음주유소,경기 고양시 덕양구 중앙로 209 (화전동),S-OIL,02-305-3800,N,-,1545,1635,1517
경기도,철산주유소,경기 광명시 오리로 883,현대오일뱅크,02-2616-1697,Y,1898,1598,1618,-
경기도,청평하나오일뱅크주유소,경기 가평군 청평면 경춘로 1232,현대오일뱅크,031-585-1705,N,-,1648,1778,1580
경기도,청풍주유소,경기 가평군 청평면 경춘로 257,SK에너지,031-584-9000,Y,-,1569,1639,-
경기도,초월공단주유소,경기 광주시 초월읍 산수로 615,GS칼텍스,031-769-5149,N,-,1625,1745,1600
경기도,초월주유소,경기 광주시 초월읍 경충대로 882,SK에너지,031-762-4544,Y,-,1585,1668,1590
경기도,카닥일산주유소,경기 고양시 일산동구 백마로 54 (장항1동),GS칼텍스,031-907-5141,Y,1725,1575,1606,1500
경기도,큰나무주유소,경기 광주시 이배재로 140 (회덕동),현대오일뱅크,031-765-3100,Y,-,1565,1595,1500
경기도,큰사랑주유소,경기 광명시 금오로 659 (옥길동),S-OIL,02-2611-3960,N,-,1564,1645,1495
경기도,탄현기린주유소,경기 고양시 일산서구 탄중로 263,GS칼텍스,031-911-5181,Y,-,1535,1585,1530
경기도,탑선주유소,경기 광주시 퇴촌면 정영로 518,알뜰주유소,031-767-0062,N,-,1569,1636,1550
경기도,태양주유소,경기 가평군 설악면 한서로 25,GS칼텍스,031-585-3377,Y,-,1670,1770,1500
경기도,태평양주유소,경기 광주시 곤지암읍 광여로 190,GS칼텍스,031-769-0088,N,-,1629,1729,1550
경기도,터치주유소,경기 고양시 일산서구 송산로 194,S-OIL,031-923-0002,N,-,1645,1665,1600
경기도,토마토주유소,경기 김포시 김포대로 798 (사우동),GS칼텍스,031-996-5189,Y,-,1567,1657,-
경기도,통일주유소,경기 광명시 광명로 561 (노온사동),GS칼텍스,02-2611-4901,Y,1765,1565,1615,1600
경기도,통진셀프주유소,경기 김포시 통진읍 율마로 247,S-OIL,031-996-0681,Y,-,1517,1595,1450
경기도,퇴촌농협주유소,경기 광주시 퇴촌면 광동로 65,GS칼텍스,031-768-7708,N,-,1575,1655,1550
경기도,판교서일주유소,경기 성남시 분당구 판교로 315 (삼평동),GS칼텍스,031-8016-5260,Y,1787,1647,1677,-
경기도,판교주유소,경기 성남시 분당구 운중로 263,현대오일뱅크,031-708-1717,Y,1898,1698,1748,-
경기도,펜텍주유소,경기 김포시 통진읍 김포대로 2466,GS칼텍스,031-997-5150,N,-,1545,1619,1500
경기도,평래주유소,경기 광주시 곤지암읍 광여로 712,SK에너지,031-763-6000,N,-,1658,1748,1500
경기도,푸른주유소,경기 구리시 벌말로 117 (토평동),GS칼텍스,031-566-0051,N,-,1689,1739,1419
경기도,풍산셀프주유소,경기 고양시 일산동구 중산로 55 (중산동),SK에너지,031-975-5161,Y,-,1535,1565,-
경기도,풍산에너지(주),경기 김포시 풍무로 164,S-OIL,031-998-0598,Y,-,1577,1647,-
경기도,하늘에너지(주) 대성주유소,경기 가평군 청평면 경춘로 110 (청평면),GS칼텍스,031-584-2802,Y,1916,1574,1675,-
경기도,하늘주유소,경기 고양시 덕양구 통일로 1096,SK에너지,031-964-5188,N,-,1565,1565,1550
경기도,하이웨이에너지,경기 광명시 광명로 769 (광명동),현대오일뱅크,02-2066-5189,Y,1699,1565,1595,-
경기도,하이웨이주유소,경기 가평군 상면 청군로 927,SK에너지,031-585-0038,Y,-,1619,1695,1500
경기도,하이테크에너지㈜ 신정제일주유소,경기 광주시 도척면 도척로 373,SK에너지,031-797-9260,Y,-,1545,1595,-
경기도,학온셀프주유소,경기 광명시 광명로 627 (광명동),SK에너지,02-2681-8781,Y,-,1565,1615,-
경기도,학운공단주유소,경기 김포시 양촌읍 황금3로 98,SK에너지,031-985-5144,Y,-,1549,1627,-
경기도,한강주유소,경기 고양시 덕양구 행주로 57-28,알뜰주유소,031-972-9125,N,-,1565,1595,-
경기도,한국복합물류(주)직영군포셀프주유소,경기 군포시 번영로 82 (부곡동),GS칼텍스,031-460-2998,Y,-,1574,1659,-
경기도,한국복합물류㈜직영 군포터미널주유소,경기 군포시 번영로 82 (부곡동),GS칼텍스,031-460-2991,N,-,1584,1669,-
경기도,한라주유소,경기 광주시 포은대로 655 (장지동),알뜰주유소,031-762-0070,Y,-,1543,1593,-
경기도,한솔주유소,경기 고양시 덕양구 통일로 1015,GS칼텍스,031-962-5182,Y,-,1535,1565,1450
경기도,한신주유소,경기 광주시 오포읍 신현로 90,SK에너지,031-718-5151,Y,1890,1574,1644,-
경기도,한울(주) 서일산주유소,경기 고양시 일산서구 법곳길 84 (법곳동),현대오일뱅크,031-921-0366,N,-,1525,1588,1500
경기도,한울에너지(주)마송주유소,경기 김포시 통진읍 김포대로 2397,현대오일뱅크,031-982-5036,Y,-,1522,1595,-
경기도,한일주유소,경기 광명시 가학로 77 (가학동),SK에너지,02-2616-6626,N,-,1569,1689,1550
경기도,항공대주유소,경기 고양시 덕양구  중앙로 171 (화전동),GS칼텍스,02-3158-0900,Y,1695,1495,1565,-
경기도,행신주유소,경기 고양시 덕양구 중앙로 394(행신동),SK에너지,031-973-2200,Y,-,1595,1755,1755
경기도,행정타운주유소,경기 광주시 회안대로 843 (송정동),SK에너지,031-798-7381,N,-,1535,1575,-
경기도,현대석유(주)현대주유소,경기 광명시 남부순환로 997 (철산동),GS칼텍스,02-2616-0051,Y,1754,1577,1589,-
경기도,현대오일뱅크 영진주유소,경기 광명시 범안로 984 (하안동),현대오일뱅크,02-898-0051,N,1938,1544,1629,-
경기도,현대오일뱅크(주) 하나주유소,경기 고양시 일산동구 백마로 31 (장항동),현대오일뱅크,031-906-5152,N,1834,1537,1677,-
경기도,현대오일뱅크(주)직영 곤지암현대셀프주유소,경기 광주시 곤지암읍 경충대로 567,현대오일뱅크,031-762-7686,Y,1889,1569,1668,1520
경기도,현대오일뱅크(주)직영 덕이주유소,경기 고양시 일산서구 송산로 591 (덕이동),현대오일뱅크,031-914-8363,Y,1924,1530,1605,1450
경기도,현대오일뱅크(주)직영 백석동셀프주유소,경기 고양시 일산동구 일산로 144 (백석동),현대오일뱅크,031-905-5189,Y,2099,1598,1748,-
경기도,현대오일뱅크(주)직영 범안셀프주유소,경기 광명시 범안로 864 (하안동),현대오일뱅크,02-899-5104,Y,1938,1539,1624,1481
경기도,현대오일뱅크(주)직영 분당현대셀프주유소,경기 광주시 오포읍 태재로 47,현대오일뱅크,031-715-5189,Y,1899,1585,1645,-
경기도,현대오일뱅크(주)직영 선암셀프주유소,경기 과천시 중앙로 534 (과천동),현대오일뱅크,02-503-0077,Y,1859,1639,1720,1590
경기도,현대오일뱅크(주)직영 양벌현대주유소,경기 광주시 오포읍 양벌로 165,현대오일뱅크,031-765-2226,N,-,1589,1669,1520
경기도,현대오일뱅크㈜직영 구리셀프주유소,경기 구리시 아차산로 274,현대오일뱅크,031-557-5151,Y,1844,1563,1673,-
경기도,현대오일뱅크㈜직영 군포제일주유소,경기 군포시 산본로323번길 27,현대오일뱅크,031-391-2125,N,1794,1585,1675,1490
경기도,현대오일뱅크㈜직영 김포나루셀프주유소,경기 김포시 태장로 819(장기동),현대오일뱅크,031-996-5691,Y,-,1534,1623,-
경기도,현대오일뱅크㈜직영 김포셀프주유소,경기 김포시 김포대로 970 (북변동),현대오일뱅크,031-982-5488,Y,1819,1534,1623,-
경기도,현대오일뱅크㈜직영 농수산주유소,경기 구리시 동구릉로136번길 90 (인창동),현대오일뱅크,031-568-5151,N,-,1772,1760,1728
경기도,현대오일뱅크㈜직영 능곡역주유소,경기 고양시 덕양구 지도로 15 (토당동),현대오일뱅크,031-979-0314,N,-,1505,1565,1540
경기도,현대오일뱅크㈜직영 새광주셀프주유소,경기 광주시 경충대로 1515 (쌍령동),현대오일뱅크,031-761-6853,Y,1889,1569,1639,-
경기도,현대오일뱅크㈜직영 서현셀프주유소,경기 성남시 분당구 서현로 488 (분당동),현대오일뱅크,031-701-4983,Y,1899,1599,1679,-
경기도,현대오일뱅크㈜직영 수내동주유소,경기 성남시 분당구 불정로 274 (수내동),현대오일뱅크,031-715-1681,N,1999,1599,1679,-
경기도,현대오일뱅크㈜직영 이매동셀프주유소,경기 성남시 분당구 성남대로772번길 2 (이매동),현대오일뱅크,031-703-9515,Y,1899,1599,1679,-
경기도,현대오일뱅크㈜직영 장항IC셀프주유소,경기 고양시 일산동구 백마로 56 (장항동),현대오일뱅크,031-904-5152,Y,1723,1525,1606,-
경기도,현대오일뱅크㈜직영 탄현셀프주유소,경기 고양시 일산서구 경의로 829 (덕이동),현대오일뱅크,031-918-8071,Y,1874,1530,1605,-
경기도,현대오일뱅크㈜직영 토평1호셀프주유소,경기 구리시 벌말로 136 (토평동),현대오일뱅크,031-565-8919,Y,1835,1593,1704,-
경기도,현대오일뱅크㈜직영 화정셀프주유소,경기 고양시 덕양구 화중로 38 (화정동),현대오일뱅크,031-972-5145,Y,1705,1505,1565,-
경기도,현대재경(직)미소주유소,경기도 김포시 월곶면 군하로 196,현대오일뱅크,031-987-6888,N,-,1565,1655,1500
경기도,현대직영 담터셀프주유소,경기 구리시 경춘북로 344,현대오일뱅크,031-572-0707,Y,2103,1575,1645,-
경기도,현리주유소,경기 가평군 하면 현창로 64,SK에너지,031-585-0236,N,-,1690,1800,1550
경기도,형제주유소,경기 광주시 순암로 120 (장지동),GS칼텍스,031-768-5189,N,-,1650,1695,1580
경기도,호명주유소,경기 가평군 청평명 경춘로 1362,S-OIL,031-584-0551,N,-,1628,1692,-
경기도,호반주유소,경기 가평군 청평면 북한강로 2187,SK에너지,031-584-8875,N,1899,1579,1679,1450
경기도,호수공원주유소,경기 고양시 일산동구 백마로 108 (장항동),SK에너지,031-901-5188,Y,1695,1520,1589,-
경기도,홀인원주유소,경기도 가평군 상면 조종로 1622,현대오일뱅크,031-584-5112,Y,-,1609,1619,1450
경기도,화곡주유소,경기 김포시 대곶면 대곶북로 347,알뜰주유소,031-987-4551,Y,-,1489,1549,-
경기도,화랑포주유소,경기 가평군 청평면 경춘로 113,SK에너지,031-584-1818,Y,-,1579,1649,-
경기도,효자로주유소,경기 고양시 덕양구 일영로 127 (지축동),GS칼텍스,02-381-1371,Y,-,1540,1640,1600
경기도,훼미리주유소,경기 김포시 김포대로 581,SK에너지,031-986-4599,Y,-,1597,1667,-
경기도,희성석유(주)금곡,경기 성남시 분당구 불정로 1 (정자동),GS칼텍스,031-716-5664,Y,1877,1647,1737,-
